1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
-0.002775,-0.002395,-0.002014,-0.001633,-0.001252,-0.000871,-0.000491,-0.00011,0.000271,0.000324,0.000377,0.000431,0.000484,0.000537,0.000368,0.000199,0.000029,-0.00014,-0.000309,-0.000171,-0.000033,0.000105,0.000243,0.000381,0.000333,0.000284,0.000236,0.000187,0.000139,0.000042,-0.000055,-0.000152,-0.000249,-0.000346,-0.000207,-0.000068,0.00007,0.000209,0.000348,0.000421,0.000494,0.000568,0.000641,0.000714,0.000923,0.001131,0.00134,0.001548,0.001757,0.002071,0.002386,0.0027,0.003015,0.003329,0.004079,0.004828,0.005578,0.006327,0.007077,0.006466,0.005855,0.005244,0.004633,0.004022,0.003997,0.003972,0.003948,0.003923,0.003898,0.003566,0.003235,0.002903,0.002572,0.00224,0.002246,0.002252,0.002257,0.002263,0.002269,0.002281,0.002292,0.002304,0.002315,0.002327,0.00232,0.002314,0.002307,0.002301,0.002294,0.002289,0.002284,0.002279,0.002274,0.002269,0.002265,0.002261,0.002258,0.002254,0.00225,0.002246,0.002242,0.002238,0.002234,0.00223,0.002227,0.002224,0.002222,0.002219,0.002216,0.002214,0.002211,0.002209,0.002206,0.002204,0.002202,0.0022,0.002197,0.002195,0.002193,0.002191,0.002189,0.002186,0.002184,0.002182,0.00218,0.002178,0.002176,0.002174,0.002172,0.00217,0.002168,0.002166,0.002164,0.002162,0.00216,0.002158,0.002157,0.002155,0.002153,0.002151,0.002149,0.002146,0.002144,0.002142,0.00214,0.002137,0.002135,0.002132,0.00213,0.002128,0.002125
