1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
0.01439,0.014641,0.014892,0.015143,0.015394,0.015645,0.015896,0.016147,0.016398,0.016778,0.017159,0.017539,0.01792,0.0183,0.018023,0.017747,0.01747,0.017194,0.016917,0.01624,0.015563,0.014887,0.01421,0.013533,0.013223,0.012913,0.012603,0.012293,0.011983,0.012147,0.012311,0.012474,0.012638,0.012802,0.012989,0.013176,0.013363,0.01355,0.013737,0.013639,0.013541,0.013442,0.013344,0.013246,0.013094,0.012942,0.012791,0.012639,0.012487,0.012277,0.012066,0.011856,0.011645,0.011435,0.011657,0.011878,0.0121,0.012321,0.012543,0.012524,0.012505,0.012485,0.012466,0.012447,0.012266,0.012085,0.011905,0.011724,0.011543,0.011488,0.011433,0.011377,0.011322,0.011267,0.011171,0.011075,0.010978,0.010882,0.010786,0.010712,0.010638,0.010563,0.010489,0.010415,0.010406,0.010397,0.010389,0.01038,0.010371,0.010389,0.010407,0.010424,0.010442,0.01046,0.010447,0.010435,0.010422,0.01041,0.010397,0.010358,0.010318,0.010279,0.010239,0.0102,0.010161,0.010122,0.010082,0.010043,0.010004,0.009978,0.009951,0.009925,0.009898,0.009872,0.009865,0.009858,0.00985,0.009843,0.009836,0.00984,0.009843,0.009847,0.00985,0.009854,0.009855,0.009856,0.009856,0.009857,0.009858,0.009847,0.009836,0.009826,0.009815,0.009804,0.009784,0.009764,0.009745,0.009725,0.009705,0.009684,0.009663,0.009641,0.00962,0.009599,0.009586,0.009572,0.009559,0.009545,0.009532,0.009519,0.009505
